online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
1,0,BTM,Quick Bites,"Street Food, Fast Food",250,1,JP Nagar,0
0,0,BTM,Quick Bites,"North Indian, South Indian",300,1,JP Nagar,0
0,1,Jayanagar,"Casual Dining, Bar","Pizza, Italian, Chinese, Thai",1000,6,JP Nagar,1
0,1,JP Nagar,Bar,"Finger Food, North Indian, Chinese",1300,6,JP Nagar,1
0,0,JP Nagar,other,"Continental, Finger Food",1500,6,JP Nagar,1
0,1,JP Nagar,other,"Continental, South Indian, Finger Food, Pizza, Seafood",1400,6,JP Nagar,0
0,1,JP Nagar,other,"Finger Food, North Indian, Continental",1500,6,JP Nagar,0
0,0,JP Nagar,"Casual Dining, Bar","North Indian, Asian, Seafood, Chinese",1200,6,JP Nagar,1
1,1,JP Nagar,other,"Continental, American",1600,6,JP Nagar,1
1,1,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian",1200,6,JP Nagar,1
0,1,JP Nagar,"Pub, Casual Dining","Finger Food, Continental, North Indian, Chinese",1500,6,JP Nagar,1
1,1,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese",1200,6,JP Nagar,1
0,1,JP Nagar,other,"Italian, Continental",1200,6,JP Nagar,1
1,1,JP Nagar,other,"Finger Food, Chinese, Continental",1300,6,JP Nagar,1
1,1,JP Nagar,other,"North Indian, Continental",1100,6,JP Nagar,1
1,1,JP Nagar,"Casual Dining, Bar","South American, Continental, Italian",1100,6,JP Nagar,1
1,0,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ",1000,6,JP Nagar,1
0,0,other,Bar,Bar Food,1500,6,JP Nagar,0
0,0,JP Nagar,"Casual Dining, Bar","South Indian, Chettinad, Kerala, Seafood",1100,6,JP Nagar,0
0,0,JP Nagar,Lounge,North Indian,1200,6,JP Nagar,0
1,0,JP Nagar,Quick Bites,Fast Food,150,6,JP Nagar,0
1,1,Bannerghatta Road,Pub,"North Indian, Italian",900,6,JP Nagar,1
1,1,Bannerghatta Road,"Casual Dining, Bar","Continental, North Indian, Pizza, Italian",1200,6,JP Nagar,1
0,1,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100,6,JP Nagar,1
0,1,Jayanagar,Lounge,"North Indian, Afghan",1350,6,JP Nagar,1
0,1,Kalyan Nagar,Casual Dining,"European, Mediterranean, North Indian, BBQ",1400,5,Kalyan Nagar,1
0,1,Kalyan Nagar,"Casual Dining, Bar","North Indian, BBQ",1400,5,Kalyan Nagar,1
0,1,Kalyan Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600,5,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Biryani, South Indian, Beverages",800,5,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,"Biryani, Chinese, Mughlai, Andhra",600,5,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,South Indian,750,5,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",1500,5,Kalyan Nagar,1
1,0,Kalyan Nagar,Casual Dining,"Continental, North Indian, Chinese",800,5,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,"North Indian, Seafood, Middle Eastern, Chinese",1000,5,Kalyan Nagar,1
0,0,Kammanahalli,Casual Dining,European,1400,5,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,5,Kalyan Nagar,1
1,1,Kammanahalli,Cafe,"Cafe, Italian, Pizza, Beverages, Desserts",800,3,Kalyan Nagar,1
0,0,Kalyan Nagar,other,"Cafe, American, Burger, Steak",900,3,Kalyan Nagar,1
1,1,Kalyan Nagar,Cafe,"Cafe, Continental, Italian, Burger",1200,3,Kalyan Nagar,1
1,0,Kalyan Nagar,other,"Desserts, Cafe, Italian, Beverages",700,3,Kalyan Nagar,1
1,1,Kalyan Nagar,Cafe,"Cafe, Italian",700,3,Kalyan Nagar,1
0,0,Kalyan Nagar,Cafe,Cafe,500,3,Kalyan Nagar,1
0,0,Kalyan Nagar,Casual Dining,Cafe,700,3,Kalyan Nagar,1
0,0,Kalyan Nagar,Cafe,Cafe,700,3,Kalyan Nagar,1
0,0,Kalyan Nagar,other,"Desserts, Cafe, Fast Food",500,3,Kalyan Nagar,0
0,0,Kalyan Nagar,other,"Cafe, Continental, Bakery",450,3,Kalyan Nagar,1
0,0,Kalyan Nagar,Cafe,"Cafe, Continental, American, Italian",600,3,Kalyan Nagar,1
1,0,Kalyan Nagar,Cafe,"Continental, Thai, Arabian, Mexican",700,3,Kalyan Nagar,1
1,0,Kalyan Nagar,Cafe,"Cafe, Continental, North Indian",900,3,Kalyan Nagar,1
0,0,Kalyan Nagar,"Casual Dining, Cafe","North Indian, Chinese, Cafe, Desserts",700,3,Kalyan Nagar,1
0,0,Kalyan Nagar,Cafe,"Cafe, Continental",500,3,Kalyan Nagar,0
1,0,Kalyan Nagar,Cafe,Cafe,500,3,Kalyan Nagar,1
1,0,Kalyan Nagar,Cafe,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",650,3,Kalyan Nagar,1
1,0,Kalyan Nagar,Cafe,Cafe,650,3,Kalyan Nagar,1
1,0,Kalyan Nagar,Cafe,"Cafe, American, Italian, Continental",600,3,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,Street Food,100,3,Kalyan Nagar,0
0,0,Kalyan Nagar,Cafe,Cafe,600,3,Kalyan Nagar,0
0,0,Kalyan Nagar,Quick Bites,"Burger, Cafe, Drinks Only, Juices",100,3,Kalyan Nagar,0
0,1,Kalyan Nagar,Casual Dining,North Indian,850,3,Kalyan Nagar,0
1,0,Kalyan Nagar,Cafe,"Cafe, Fast Food, Beverages",350,3,Kalyan Nagar,1
1,1,Kammanahalli,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,3,Kalyan Nagar,1
0,0,Kammanahalli,Cafe,"Cafe, Desserts",700,3,Kalyan Nagar,1
1,0,other,Cafe,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",700,3,Kalyan Nagar,1
1,1,Kammanahalli,other,"Cafe, Burger, Italian, Desserts",800,3,Kalyan Nagar,1
1,0,other,Cafe,"Cafe, Beverages",400,3,Kalyan Nagar,1
1,0,Kammanahalli,Cafe,"Cafe, Burger, Italian, Salad",1000,3,Kalyan Nagar,1
1,1,Kammanahalli,Cafe,"Continental, Burger, Cafe, Steak",800,3,Kalyan Nagar,1
0,0,other,other,"Biryani, Fast Food, Cafe, Coffee, Rolls, Wraps",200,3,Kalyan Nagar,0
0,0,Kammanahalli,Cafe,"Cafe, Turkish",400,3,Kalyan Nagar,0
0,0,Kammanahalli,other,"Cafe, Fast Food",300,3,Kalyan Nagar,1
0,0,Kammanahalli,Cafe,"Cafe, Fast Food, Chinese, Beverages",550,3,Kalyan Nagar,1
0,0,Kammanahalli,Cafe,"Cafe, Continental, North Eastern, Chinese, Fast Food",400,3,Kalyan Nagar,0
1,0,Kammanahalli,Cafe,"Cafe, Continental",500,3,Kalyan Nagar,1
0,0,Kammanahalli,Cafe,Cafe,500,3,Kalyan Nagar,0
0,0,other,Cafe,Cafe,200,3,Kalyan Nagar,0
0,0,Kammanahalli,Cafe,"Cafe, Fast Food",600,3,Kalyan Nagar,0
1,1,other,Cafe,"Cafe, Italian",650,3,Kalyan Nagar,1
1,0,other,Cafe,"Cafe, Continental",500,3,Kalyan Nagar,1
1,0,other,Cafe,"Cafe, Continental, American, Beverages",500,3,Kalyan Nagar,1
1,0,Banaswadi,other,"Cafe, Continental, Chinese, Momos",500,3,Kalyan Nagar,1
1,0,Banaswadi,Cafe,"Cafe, Continental, Beverages",500,3,Kalyan Nagar,1
1,0,Banaswadi,"Casual Dining, Cafe","North Indian, Cafe, Chinese",550,3,Kalyan Nagar,1
1,0,Banaswadi,Cafe,Cafe,600,3,Kalyan Nagar,1
1,0,Banaswadi,Cafe,Cafe,300,3,Kalyan Nagar,0
1,0,Banaswadi,Cafe,"Cafe, Fast Food",550,3,Kalyan Nagar,1
0,0,other,other,"Bakery, Cafe",900,3,Kalyan Nagar,0
0,0,Banaswadi,Quick Bites,"Chinese, Fast Food, Beverages",400,3,Kalyan Nagar,1
0,0,Banaswadi,Cafe,Cafe,350,3,Kalyan Nagar,1
0,0,Banaswadi,Cafe,"Cafe, Bakery",500,3,Kalyan Nagar,1
0,0,Banaswadi,other,Cafe,150,3,Kalyan Nagar,0
1,0,other,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,0,Kalyan Nagar,1
1,0,Kalyan Nagar,"Takeaway, Delivery","Italian, North Indian, Biryani",500,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,0,Kalyan Nagar,1
1,0,other,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Kerala, North Indian, Chinese",350,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Hyderabadi, Biryani, North Indian",800,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,"Biryani, North Indian",300,0,Kalyan Nagar,1
1,0,other,Quick Bites,South Indian,200,0,Kalyan Nagar,1
1,0,Kammanahalli,Quick Bites,"Middle Eastern, Fast Food, Rolls",300,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, Chinese",400,0,Kalyan Nagar,0
1,0,Kammanahalli,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala",800,0,Kalyan Nagar,1
1,0,other,Delivery,"Biryani, Hyderabadi",400,0,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Biryani, South Indian, Beverages",800,0,Kalyan Nagar,1
1,0,other,Casual Dining,"North Indian, Mughlai, Chinese",600,0,Kalyan Nagar,1
1,0,other,Food Court,"Burger, Fast Food",400,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Street Food, North Indian",350,0,Kalyan Nagar,1
1,0,Banaswadi,"Takeaway, Delivery","Chinese, North Indian, Fast Food",450,0,Kalyan Nagar,1
1,0,Banaswadi,"Casual Dining, Bar","Andhra, Chinese, North Indian",600,0,Kalyan Nagar,1
1,0,other,Delivery,"South Indian, North Indian, Beverages",500,0,Kalyan Nagar,1
1,0,other,Quick Bites,Pizza,750,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,Biryani,200,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Rajasthani, North Indian",300,0,Kalyan Nagar,1
0,0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",300,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Dessert Parlor,Desserts,400,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Salad, Fast Food",600,0,Kalyan Nagar,1
1,0,other,Casual Dining,"North Indian, Chinese, South Indian, Street Food",400,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Mangalorean, Seafood",300,0,Kalyan Nagar,0
1,0,Banaswadi,Casual Dining,"Mughlai, North Indian, Chinese",500,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,Kerala,600,0,Kalyan Nagar,0
1,0,other,Mess,"Biryani, Kebab",300,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,Biryani,150,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, Chinese",400,0,Kalyan Nagar,0
1,1,other,Casual Dining,"North Eastern, Street Food",650,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,South Indian,100,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, Gujarati, Street Food",400,0,Kalyan Nagar,1
1,1,other,Quick Bites,"North Indian, Biryani, Chinese, Street Food",450,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"North Indian, Chinese",700,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Burger, Fast Food, Beverages",600,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Chinese, North Indian, South Indian",300,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",500,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Kerala, North Indian",400,0,Kalyan Nagar,1
1,0,Kammanahalli,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Delivery,Pizza,750,0,Kalyan Nagar,1
1,0,Kammanahalli,Delivery,Biryani,650,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, Chinese",400,0,Kalyan Nagar,0
1,0,other,Mess,"Chinese, Kerala, North Indian",300,0,Kalyan Nagar,0
1,0,other,Quick Bites,Seafood,400,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Biryani, North Indian, Chinese",750,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Biryani, Andhra",250,0,Kalyan Nagar,0
1,0,other,other,"North Indian, Chinese, Seafood",300,0,Kalyan Nagar,0
1,0,Kammanahalli,Casual Dining,"North Indian, South Indian, Chinese, Beverages",450,0,Kalyan Nagar,0
1,1,Kalyan Nagar,Casual Dining,Maharashtrian,850,0,Kalyan Nagar,1
1,0,Kalyan Nagar,other,"Mithai, Street Food",400,0,Kalyan Nagar,0
1,0,Kalyan Nagar,other,"Bakery, Desserts",500,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, Chinese",300,0,Kalyan Nagar,0
1,0,Kammanahalli,Quick Bites,"Kerala, South Indian",400,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Burger, Fast Food",300,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Andhra, Biryani",250,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,"North Indian, Chinese",600,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"Chinese, North Indian, Hyderabadi, Biryani",500,0,Kalyan Nagar,0
1,0,other,other,"Fast Food, Rolls",200,0,Kalyan Nagar,1
1,1,Kalyan Nagar,Casual Dining,"Biryani, Chinese, Mughlai, Andhra",600,0,Kalyan Nagar,1
1,0,other,other,"Burger, Desserts, Fast Food",550,0,Kalyan Nagar,1
1,0,other,Delivery,"Sandwich, Beverages",400,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"North Indian, Chinese",500,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Biryani, Kebab",350,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Casual Dining,"Healthy Food, Continental, North Indian",700,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, Chinese, Rolls",600,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,"South Indian, North Indian",200,0,Kalyan Nagar,1
1,0,Kammanahalli,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",300,0,Kalyan Nagar,1
1,1,Kammanahalli,Casual Dining,"Steak, Continental, Burger, American, BBQ, European, Salad",1500,0,Kalyan Nagar,1
1,0,other,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,0,Kalyan Nagar,1
1,0,other,Delivery,"Continental, North Indian, Desserts, Beverages",600,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Rolls, Fast Food",300,0,Kalyan Nagar,0
1,0,Banaswadi,Beverage Shop,"Beverages, Fast Food, Italian",400,0,Kalyan Nagar,0
1,0,other,Quick Bites,"Chinese, Oriya, North Indian, Bengali",300,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"North Indian, Mughlai",600,0,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,Chinese,550,0,Kalyan Nagar,1
1,0,Kalyan Nagar,"Takeaway, Delivery",Burger,300,0,Kalyan Nagar,0
1,0,other,Dessert Parlor,"Desserts, Bakery",300,0,Kalyan Nagar,1
1,0,Kalyan Nagar,other,"Desserts, Beverages, Ice Cream",400,0,Kalyan Nagar,1
1,0,other,Delivery,North Indian,500,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Delivery,"Bakery, Desserts",500,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Biryani, South Indian, North Indian, Chinese",450,0,Kalyan Nagar,1
1,0,other,Quick Bites,Pizza,350,0,Kalyan Nagar,0
1,1,Kalyan Nagar,Cafe,"Cafe, Italian",700,0,Kalyan Nagar,1
1,0,other,Quick Bites,"South Indian, Kerala",400,0,Kalyan Nagar,0
0,0,other,Quick Bites,"South Indian, Mangalorean, Kerala",500,0,Kalyan Nagar,0
1,0,other,"Takeaway, Delivery","Biryani, Kebab",500,0,Kalyan Nagar,0
1,0,other,Food Court,Chinese,700,0,Kalyan Nagar,0
1,0,other,Delivery,"Healthy Food, Beverages",600,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Delivery,"Mexican, Italian",600,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Continental, Italian, Burger, American",600,0,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,"Kerala, South Indian",600,0,Kalyan Nagar,1
1,0,Kammanahalli,Quick Bites,"North Indian, Biryani, Fast Food",500,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, South Indian, Biryani",600,0,Kalyan Nagar,0
1,0,other,Quick Bites,"South Indian, North Indian, Chinese",300,0,Kalyan Nagar,1
1,0,Kammanahalli,Quick Bites,Fast Food,400,0,Kalyan Nagar,1
1,0,other,"Takeaway, Delivery","Arabian, Chinese, Fast Food, Beverages",150,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Biryani, South Indian, Kebab",150,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,"Italian, Pizza",600,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,"South Indian, North Indian",150,0,Kalyan Nagar,0
1,0,other,Quick Bites,"Fast Food, Desserts",400,0,Kalyan Nagar,1
1,0,Kammanahalli,Delivery,"American, Continental",200,0,Kalyan Nagar,0
1,0,Kammanahalli,Quick Bites,South Indian,300,0,Kalyan Nagar,0
1,0,other,Quick Bites,"Chinese, Kerala",300,0,Kalyan Nagar,1
1,0,Kammanahalli,Beverage Shop,"Juices, Healthy Food",300,0,Kalyan Nagar,1
1,0,Kammanahalli,Quick Bites,"Fast Food, Juices",400,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Chinese, Momos",500,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Chinese, Thai, Pan Asian",400,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,"Kerala, North Indian, Chinese, Arabian",400,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Tibetan, Momos",400,0,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,"Arabian, North Indian, Chinese, Beverages",800,0,Kalyan Nagar,1
1,0,other,Delivery,South Indian,600,0,Kalyan Nagar,0
1,0,Kammanahalli,Delivery,"American, Sandwich",600,0,Kalyan Nagar,1
1,1,other,Bar,"Continental, North Indian, Finger Food",1300,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"Chinese, Continental, North Indian",750,0,Kalyan Nagar,1
1,0,other,Casual Dining,North Indian,600,0,Kalyan Nagar,0
1,0,other,Food Court,"Ice Cream, Desserts",450,0,Kalyan Nagar,1
1,0,other,Quick Bites,North Indian,400,0,Kalyan Nagar,1
1,0,Banaswadi,Quick Bites,"Chinese, Fast Food",250,0,Kalyan Nagar,1
0,0,Kalyan Nagar,other,"Cafe, American, Burger, Steak",900,0,Kalyan Nagar,1
1,1,Kalyan Nagar,other,"Goan, Mangalorean",1400,0,Kalyan Nagar,1
1,0,Banaswadi,Quick Bites,"Pizza, Italian",500,0,Kalyan Nagar,1
1,0,Banaswadi,Dessert Parlor,"Ice Cream, Desserts",450,0,Kalyan Nagar,1
1,0,other,Delivery,"North Indian, Continental",500,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Beverage Shop,Beverages,300,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,"South Indian, Biryani",400,0,Kalyan Nagar,0
1,0,Kammanahalli,Quick Bites,"Kerala, South Indian, North Indian, Chinese",450,0,Kalyan Nagar,1
1,0,other,Quick Bites,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",450,0,Kalyan Nagar,0
1,0,other,Quick Bites,Fast Food,400,0,Kalyan Nagar,0
1,0,other,Dessert Parlor,Desserts,300,0,Kalyan Nagar,1
0,0,Kalyan Nagar,Casual Dining,North Indian,800,0,Kalyan Nagar,1
1,0,other,Delivery,Continental,500,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Delivery,"North Indian, Biryani",500,0,Kalyan Nagar,0
1,0,other,Quick Bites,Fast Food,350,0,Kalyan Nagar,1
1,0,other,Cafe,Cafe,650,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,"South Indian, Chinese, North Indian, Biryani, Kebab, Andhra",400,0,Kalyan Nagar,0
1,0,other,Quick Bites,North Indian,400,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Casual Dining,"North Indian, Biryani",500,0,Kalyan Nagar,0
1,0,other,Quick Bites,"South Indian, Chinese",200,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Cafe,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",650,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"North Indian, Chinese",400,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Roast Chicken, Burger",300,0,Kalyan Nagar,1
1,0,other,Quick Bites,"South Indian, North Indian, Chinese, Street Food",350,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Pizza, Fast Food",400,0,Kalyan Nagar,0
1,0,Kammanahalli,Quick Bites,"Chinese, Thai, Momos",450,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Casual Dining,"Biryani, North Indian",500,0,Kalyan Nagar,0
1,1,Kalyan Nagar,Cafe,"Cafe, Continental, Italian, Burger",1200,0,Kalyan Nagar,1
1,0,Kammanahalli,"Takeaway, Delivery","Healthy Food, Desserts",500,0,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,"North Indian, Chinese",600,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Arabian, Mediterranean, North Indian",600,0,Kalyan Nagar,1
1,1,other,Cafe,"Cafe, Italian",650,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"North Indian, Chinese, Andhra",500,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,Street Food,200,0,Kalyan Nagar,1
1,0,Kalyan Nagar,"Takeaway, Delivery",Bakery,200,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Cafe,"Cafe, Fast Food, Beverages",350,0,Kalyan Nagar,1
1,1,other,Casual Dining,"North Indian, Mughlai",1200,0,Kalyan Nagar,1
1,0,other,"Takeaway, Delivery",Fast Food,300,0,Kalyan Nagar,0
1,0,Banaswadi,Quick Bites,Pizza,400,0,Kalyan Nagar,0
1,0,other,Beverage Shop,Beverages,150,0,Kalyan Nagar,0
1,0,other,Bakery,"Desserts, Bakery",400,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",350,0,Kalyan Nagar,1
1,0,Kammanahalli,other,"Mithai, Street Food",200,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Beverage Shop,"Beverages, Desserts, Ice Cream",400,0,Kalyan Nagar,1
1,0,Banaswadi,"Takeaway, Delivery",South Indian,300,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Casual Dining,"North Indian, Chinese, South Indian",500,0,Kalyan Nagar,1
1,0,other,Delivery,"North Indian, South Indian",250,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,North Indian,350,0,Kalyan Nagar,1
1,0,other,"Casual Dining, Bar","Chinese, Mangalorean, Seafood, North Indian",550,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Casual Dining,Korean,800,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Chinese, North Indian",300,0,Kalyan Nagar,1
1,0,Banaswadi,Quick Bites,Chinese,300,0,Kalyan Nagar,0
1,0,Kammanahalli,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,0,Kalyan Nagar,1
1,0,Banaswadi,Quick Bites,"Chinese, North Indian, Mexican, Fast Food",400,0,Kalyan Nagar,1
1,0,other,"Takeaway, Delivery","Fast Food, Desserts",400,0,Kalyan Nagar,1
1,0,other,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,0,Kalyan Nagar,0
1,0,Kalyan Nagar,other,"Desserts, Cafe, Italian, Beverages",700,0,Kalyan Nagar,1
1,0,other,Cafe,"Cafe, Continental, American, Beverages",500,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"Chinese, Thai, Seafood",600,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"North Indian, Chinese",1050,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Quick Bites,"Burger, Fast Food",500,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"North Indian, Chinese",600,0,Kalyan Nagar,1
0,1,Kalyan Nagar,Casual Dining,"Andhra, Chinese, North Indian",750,0,Kalyan Nagar,1
1,0,other,Bakery,"Bakery, Fast Food, Pizza, Burger, Cafe",600,0,Kalyan Nagar,0
1,0,Kalyan Nagar,other,"Desserts, Bakery, Beverages",600,0,Kalyan Nagar,1
1,0,Banaswadi,Casual Dining,"Andhra, North Indian, Chinese, Seafood",500,0,Kalyan Nagar,0
1,0,Kammanahalli,Quick Bites,"North Indian, Chinese, Kebab, Rolls",300,0,Kalyan Nagar,1
1,0,Kammanahalli,"Takeaway, Delivery","Momos, Chinese",300,0,Kalyan Nagar,0
1,1,Kammanahalli,Cafe,"Cafe, Italian, Pizza, Beverages, Desserts",800,0,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,0,Kalyan Nagar,1
1,0,Kammanahalli,Quick Bites,"Fast Food, Burger",200,0,Kalyan Nagar,1
1,0,other,Quick Bites,"Burger, Fast Food",500,0,Kalyan Nagar,1
1,0,other,Casual Dining,"Rajasthani, North Indian, Chinese",600,0,Kalyan Nagar,1
1,1,Kalyan Nagar,"Pub, Casual Dining","Finger Food, Continental, Italian, Salad",1400,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,"Pizza, Italian",650,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Quick Bites,Fast Food,200,0,Kalyan Nagar,1
1,0,other,Beverage Shop,"Beverages, Desserts",200,0,Kalyan Nagar,0
1,1,Kammanahalli,Cafe,"Continental, Burger, Cafe, Steak",800,0,Kalyan Nagar,1
1,0,other,Bakery,"Bakery, Desserts",400,0,Kalyan Nagar,0
1,0,other,Quick Bites,"Andhra, Chinese, North Indian, South Indian",300,0,Kalyan Nagar,0
1,0,other,Quick Bites,Fast Food,450,0,Kalyan Nagar,0
1,0,other,Dessert Parlor,"Ice Cream, Desserts",250,0,Kalyan Nagar,0
1,0,Kalyan Nagar,Beverage Shop,Beverages,400,0,Kalyan Nagar,1
1,0,other,Beverage Shop,"Beverages, Fast Food",400,0,Kalyan Nagar,1
1,0,Kammanahalli,Casual Dining,"Chettinad, Mangalorean, South Indian, North Indian",600,0,Kalyan Nagar,1
1,0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",400,0,Kalyan Nagar,0
1,0,other,Quick Bites,"North Indian, Chinese, Fast Food",500,0,Kalyan Nagar,0
1,0,other,Casual Dining,North Indian,600,0,Kalyan Nagar,1
