,online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
316,1,1,Banashankari,Casual Dining,"North Indian, Chinese",800,0,Banashankari,1
317,1,0,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,0,Banashankari,1
318,1,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,0,Banashankari,0
319,1,0,Jayanagar,Quick Bites,Fast Food,200,0,Banashankari,1
320,1,0,Basavanagudi,Quick Bites,"Juices, Fast Food",150,0,Banashankari,1
321,1,0,other,Quick Bites,"South Indian, Chinese, Street Food",250,0,Banashankari,0
322,1,0,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,0,Banashankari,1
323,1,0,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,0,Banashankari,1
324,1,0,Jayanagar,Quick Bites,Biryani,200,0,Banashankari,1
325,1,0,Banashankari,Quick Bites,"North Indian, Chinese",250,0,Banashankari,0
326,1,0,Banashankari,Quick Bites,Fast Food,150,0,Banashankari,1
327,1,0,Banashankari,Casual Dining,"North Indian, Chinese",600,0,Banashankari,1
328,1,0,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,0,Banashankari,1
329,1,0,Jayanagar,Quick Bites,Fast Food,200,0,Banashankari,1
330,1,0,other,Cafe,"Cafe, Continental, Fast Food",650,0,Banashankari,1
331,1,0,Banashankari,Sweet Shop,"Mithai, Street Food",100,0,Banashankari,0
332,1,0,Jayanagar,Quick Bites,South Indian,100,0,Banashankari,1
333,1,0,other,Casual Dining,"North Indian, Chinese, Fast Food",600,0,Banashankari,1
334,1,0,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,0,Banashankari,1
335,1,0,Jayanagar,Beverage Shop,"Beverages, Tea",100,0,Banashankari,1
336,1,0,Banashankari,Cafe,"Chinese, Cafe, Italian",700,0,Banashankari,1
337,1,0,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,0,Banashankari,0
338,1,0,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,0,Banashankari,1
339,1,0,Jayanagar,Quick Bites,"South Indian, Fast Food",350,0,Banashankari,1
340,1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,0,Banashankari,0
341,1,0,Basavanagudi,other,"Mithai, South Indian, Street Food, Fast Food",200,0,Banashankari,1
342,1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,0,Banashankari,1
343,1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,0,Banashankari,1
344,1,0,Basavanagudi,Quick Bites,"South Indian, Burger",200,0,Banashankari,0
345,1,0,Banashankari,other,"Cafe, South Indian",200,0,Banashankari,1
346,1,0,Basavanagudi,Cafe,"Cafe, Beverages",600,0,Banashankari,1
347,1,0,Basavanagudi,other,"Beverages, Desserts",100,0,Banashankari,1
348,1,0,Banashankari,Casual Dining,"North Indian, Chinese",400,0,Banashankari,0
349,1,0,Banashankari,Quick Bites,"Biryani, Fast Food",400,0,Banashankari,1
350,1,0,Basavanagudi,Cafe,"Cafe, Fast Food",400,0,Banashankari,0
351,1,0,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,0,Banashankari,1
352,1,0,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,0,Banashankari,1
353,1,0,other,Quick Bites,"Chinese, North Indian",400,0,Banashankari,0
354,1,0,other,Quick Bites,South Indian,300,0,Banashankari,1
355,1,0,other,other,"Pizza, Fast Food, BBQ",400,0,Banashankari,1
356,1,0,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,0,Banashankari,1
357,1,0,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,0,Banashankari,1
358,1,0,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,0,Banashankari,1
359,1,0,Jayanagar,other,"Fast Food, Desserts, Beverages",400,0,Banashankari,1
360,1,1,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,0,Banashankari,1
361,1,0,other,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,0,Banashankari,1
362,1,0,Banashankari,Quick Bites,Fast Food,200,0,Banashankari,0
363,1,0,other,Casual Dining,North Indian,700,0,Banashankari,1
364,1,0,other,Quick Bites,"South Indian, Biryani",300,0,Banashankari,0
365,1,0,Banashankari,Quick Bites,"Biryani, Fast Food",400,0,Banashankari,1
366,1,0,Banashankari,other,"Desserts, Beverages, Ice Cream",400,0,Banashankari,1
367,1,0,Banashankari,Quick Bites,South Indian,200,0,Banashankari,0
368,1,0,Basavanagudi,Quick Bites,Fast Food,200,0,Banashankari,1
369,1,0,Banashankari,other,"Rolls, Lebanese",250,0,Banashankari,0
370,1,0,other,Cafe,"Cafe, Fast Food, Chinese",500,0,Banashankari,0
371,1,0,Jayanagar,Beverage Shop,Beverages,100,0,Banashankari,0
372,1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,0,Banashankari,0
373,1,0,Banashankari,Quick Bites,North Indian,500,0,Banashankari,0
374,1,0,Basavanagudi,Quick Bites,South Indian,150,0,Banashankari,1
375,1,1,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,0,Banashankari,1
376,1,0,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,0,Banashankari,1
377,1,0,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,0,Banashankari,0
378,1,0,Basavanagudi,Quick Bites,South Indian,100,0,Banashankari,1
379,1,0,Basavanagudi,Quick Bites,South Indian,200,0,Banashankari,1
380,1,0,Banashankari,Quick Bites,South Indian,300,0,Banashankari,1
381,1,0,Banashankari,Quick Bites,"North Indian, Chinese",300,0,Banashankari,1
382,1,0,other,Quick Bites,"Chinese, Street Food, Ice Cream",300,0,Banashankari,1
383,1,0,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,0,Banashankari,1
384,1,0,other,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,0,Banashankari,1
385,1,0,Basavanagudi,Quick Bites,Rolls,100,0,Banashankari,0
386,1,0,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,0,Banashankari,0
387,1,0,other,Quick Bites,"North Indian, Chinese",300,0,Banashankari,1
388,1,0,Basavanagudi,Quick Bites,South Indian,200,0,Banashankari,0
389,1,0,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,0,Banashankari,0
390,1,0,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,0,Banashankari,1
391,1,0,other,Casual Dining,North Indian,700,0,Banashankari,1
392,1,0,Jayanagar,Sweet Shop,Mithai,250,0,Banashankari,0
393,1,0,Banashankari,Quick Bites,"South Indian, North Indian",200,0,Banashankari,0
394,1,0,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,0,Banashankari,1
395,1,0,Jayanagar,Quick Bites,"South Indian, Chinese",400,0,Banashankari,1
396,1,0,Jayanagar,Casual Dining,Chinese,700,0,Banashankari,1
397,1,1,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,0,Banashankari,1
398,1,0,Basavanagudi,Quick Bites,Street Food,200,0,Banashankari,1
399,1,0,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,0,Banashankari,1
400,1,0,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,0,Banashankari,1
401,1,0,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,0,Banashankari,1
402,1,0,other,Casual Dining,"North Indian, Chinese, South Indian",800,0,Banashankari,1
403,1,0,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,0,Banashankari,1
404,1,1,Jayanagar,Casual Dining,"North Indian, Continental",900,0,Banashankari,1
405,1,0,other,Quick Bites,North Indian,400,0,Banashankari,0
406,1,0,Banashankari,Quick Bites,"Tibetan, Momos",250,0,Banashankari,1
407,1,0,Basavanagudi,Bakery,"Bakery, French, Desserts",300,0,Banashankari,1
408,1,0,Jayanagar,Sweet Shop,"Mithai, Street Food",400,0,Banashankari,1
409,1,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,0,Banashankari,1
410,1,0,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,0,Banashankari,1
411,1,0,Basavanagudi,Quick Bites,Juices,100,0,Banashankari,1
412,1,0,other,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,0,Banashankari,1
413,1,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,0,Banashankari,1
414,1,0,Basavanagudi,Quick Bites,Street Food,100,0,Banashankari,1
415,1,0,Jayanagar,other,Beverages,150,0,Banashankari,1
416,1,0,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,0,Banashankari,1
417,1,0,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,0,Banashankari,0
418,1,0,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,0,Banashankari,0
419,1,0,Banashankari,Quick Bites,South Indian,100,0,Banashankari,1
420,1,0,Basavanagudi,Cafe,"Cafe, Italian",600,0,Banashankari,1
421,1,0,Banashankari,Quick Bites,"North Indian, Street Food",200,0,Banashankari,1
422,1,0,Banashankari,Quick Bites,"Fast Food, Burger",500,0,Banashankari,0
423,1,0,other,Quick Bites,"Fast Food, Momos",400,0,Banashankari,0
424,1,0,other,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,0,Banashankari,1
425,1,0,other,Quick Bites,South Indian,100,0,Banashankari,1
426,1,0,Jayanagar,"Takeaway, Delivery",North Indian,300,0,Banashankari,0
427,1,0,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,0,Banashankari,0
428,1,0,other,Dessert Parlor,"Desserts, Ice Cream",150,0,Banashankari,0
429,1,0,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,0,Banashankari,1
430,1,0,Banashankari,other,"South Indian, Bakery, Chinese",250,0,Banashankari,0
431,1,0,other,Quick Bites,"North Indian, Chinese, South Indian",400,0,Banashankari,1
432,1,0,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400,0,Banashankari,0
433,1,0,other,Quick Bites,North Indian,400,0,Banashankari,1
434,1,0,other,Quick Bites,"Momos, Tibetan, Chinese",200,0,Banashankari,0
435,1,0,Banashankari,Delivery,North Indian,350,0,Banashankari,0
436,1,0,other,Quick Bites,Mughlai,300,0,Banashankari,0
437,1,0,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500,0,Banashankari,1
438,1,0,other,"Takeaway, Delivery",Bakery,300,0,Banashankari,0
439,1,0,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,0,Banashankari,0
440,1,0,Jayanagar,Bakery,Bakery,150,0,Banashankari,0
441,1,0,Jayanagar,Casual Dining,"North Indian, South Indian",600,0,Banashankari,1
442,1,0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,0,Banashankari,1
443,1,0,other,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199,0,Banashankari,0
444,1,0,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800,0,Banashankari,0
445,1,0,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,0,Banashankari,1
446,1,0,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,0,Banashankari,0
447,1,0,other,other,"Sandwich, Rolls, South Indian, Ice Cream",250,0,Banashankari,0
448,1,0,Basavanagudi,Quick Bites,"Chinese, Fast Food",300,0,Banashankari,1
449,1,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,0,Banashankari,0
450,1,0,Basavanagudi,Quick Bites,Pizza,300,0,Banashankari,0
451,1,0,Banashankari,Quick Bites,"South Indian, North Indian",500,0,Banashankari,0
452,1,0,Banashankari,Quick Bites,South Indian,100,0,Banashankari,0
453,1,0,Basavanagudi,Quick Bites,"Pizza, Beverages, Ice Cream",200,0,Banashankari,0
454,1,1,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,0,Banashankari,1
455,1,1,Jayanagar,Casual Dining,"North Indian, South Indian",1000,0,Banashankari,1
456,1,0,Basavanagudi,Quick Bites,North Indian,100,0,Banashankari,0
457,1,0,other,Quick Bites,"North Indian, South Indian",150,0,Banashankari,0
458,1,1,Banashankari,Cafe,"Cafe, Italian, Continental",600,0,Banashankari,1
459,1,0,Basavanagudi,Casual Dining,"North Indian, Chinese",750,0,Banashankari,1
460,1,0,Basavanagudi,Quick Bites,Chinese,200,0,Banashankari,1
461,1,0,Banashankari,Quick Bites,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300,0,Banashankari,0
462,1,1,Jayanagar,Casual Dining,North Indian,800,0,Banashankari,1
463,1,1,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,0,Banashankari,1
464,1,0,other,Quick Bites,"Fast Food, Burger, Pizza",200,0,Banashankari,0
465,1,0,Jayanagar,Casual Dining,North Indian,800,0,Banashankari,1
466,1,0,other,Quick Bites,"Chinese, Biryani",200,0,Banashankari,0
467,1,0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,0,Banashankari,1
468,1,0,Basavanagudi,Quick Bites,Fast Food,200,0,Banashankari,1
469,1,1,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000,0,Banashankari,1
470,1,0,Jayanagar,Quick Bites,"Fast Food, Mithai",200,0,Banashankari,0
471,1,0,Basavanagudi,Cafe,Cafe,700,0,Banashankari,1
472,1,0,Banashankari,other,"Cafe, Mexican, Italian",800,0,Banashankari,1
473,1,0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,0,Banashankari,1
474,1,1,Jayanagar,other,"North Indian, Continental, Finger Food, American, Asian",1500,0,Banashankari,1
475,1,0,Banashankari,Quick Bites,"North Indian, Chinese",300,0,Banashankari,0
476,1,0,other,Quick Bites,"North Indian, Chinese",300,0,Banashankari,1
477,1,0,Banashankari,Quick Bites,South Indian,200,0,Banashankari,0
478,1,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,0,Banashankari,1
479,1,0,Jayanagar,Quick Bites,"North Indian, Biryani",400,0,Banashankari,1
480,1,0,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,0,Banashankari,1
481,1,0,other,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,0,Banashankari,1
482,1,0,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,0,Banashankari,1
483,1,0,other,Quick Bites,"North Indian, Biryani, Mughlai",500,0,Banashankari,0
484,1,0,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300,0,Banashankari,1
485,1,0,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,0,Banashankari,1
486,1,0,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400,0,Banashankari,0
487,1,0,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,0,Banashankari,1
488,1,1,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,0,Banashankari,1
489,0,0,Basavanagudi,Quick Bites,Fast Food,200,0,Banashankari,0
490,1,0,Banashankari,Delivery,"Tea, Beverages",200,0,Banashankari,0
491,1,0,Basavanagudi,Casual Dining,North Indian,500,0,Banashankari,1
492,0,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,2,Banashankari,1
493,0,0,Banashankari,Sweet Shop,Mithai,150,2,Banashankari,1
494,1,0,Banashankari,Dessert Parlor,"Desserts, Beverages",400,2,Banashankari,1
495,1,0,Banashankari,Dessert Parlor,Ice Cream,150,2,Banashankari,1
496,0,0,Banashankari,other,Bakery,150,2,Banashankari,1
497,0,0,Banashankari,Dessert Parlor,Bakery,400,2,Banashankari,1
498,1,0,Banashankari,Sweet Shop,"Mithai, Street Food",400,2,Banashankari,1
499,0,0,Banashankari,Bakery,"Bakery, Desserts",300,2,Banashankari,1
500,1,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,2,Banashankari,1
501,1,0,Banashankari,other,"Cafe, Mexican, Italian",800,2,Banashankari,1
502,0,0,Banashankari,other,"Mithai, Street Food",400,2,Banashankari,1
503,1,0,Banashankari,Dessert Parlor,Desserts,300,2,Banashankari,1
504,1,0,Banashankari,Cafe,"Chinese, Cafe, Italian",700,2,Banashankari,1
505,0,0,Banashankari,other,"Juices, Desserts",150,2,Banashankari,1
506,1,0,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,2,Banashankari,1
507,0,0,Banashankari,Sweet Shop,"Mithai, Street Food",200,2,Banashankari,1
508,0,0,Banashankari,Bakery,"Bakery, Desserts",300,2,Banashankari,1
509,1,0,Banashankari,Sweet Shop,"Mithai, Street Food",100,2,Banashankari,0
510,1,0,Banashankari,other,"Desserts, Beverages, Ice Cream",400,2,Banashankari,1
511,0,0,Banashankari,Dessert Parlor,Desserts,500,2,Banashankari,1
512,0,0,Banashankari,Dessert Parlor,Ice Cream,300,2,Banashankari,0
513,0,0,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,2,Banashankari,1
514,0,0,Banashankari,Quick Bites,"Fast Food, Bakery",250,2,Banashankari,1
515,1,0,Banashankari,Bakery,"Bakery, Desserts",350,2,Banashankari,1
516,0,0,Banashankari,"Takeaway, Delivery",Bakery,400,2,Banashankari,1
517,0,0,Banashankari,Cafe,"Cafe, Bakery",600,2,Banashankari,0
518,0,0,Banashankari,Bakery,"Bakery, Desserts",300,2,Banashankari,1
519,0,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,2,Banashankari,0
520,0,0,Banashankari,Bakery,"Bakery, Desserts",400,2,Banashankari,0
521,0,0,Banashankari,Dessert Parlor,Mithai,150,2,Banashankari,0
522,0,0,Banashankari,Bakery,Bakery,300,2,Banashankari,0
523,0,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,2,Banashankari,0
524,0,0,Banashankari,Bakery,Bakery,300,2,Banashankari,0
525,0,0,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150,2,Banashankari,0
526,0,0,Banashankari,Delivery,"Bakery, Desserts",500,2,Banashankari,0
527,0,0,Banashankari,Sweet Shop,Mithai,300,2,Banashankari,0
528,0,0,Banashankari,other,Desserts,200,2,Banashankari,0
529,1,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,2,Banashankari,0
530,1,0,Banashankari,Delivery,"Bakery, Desserts",500,2,Banashankari,1
531,1,0,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,2,Banashankari,1
532,0,0,Banashankari,Dessert Parlor,Ice Cream,100,2,Banashankari,0
533,0,0,Basavanagudi,other,"Mithai, Street Food, North Indian, Chinese",400,2,Banashankari,1
534,0,0,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250,2,Banashankari,1
535,1,0,Basavanagudi,Cafe,"Cafe, Italian",600,2,Banashankari,1
536,1,0,Basavanagudi,Bakery,"Bakery, French, Desserts",300,2,Banashankari,1
537,0,0,Basavanagudi,"Bakery, Quick Bites","Bakery, Street Food",150,2,Banashankari,1
538,0,0,Basavanagudi,Bakery,"Bakery, Desserts",250,2,Banashankari,1
539,1,0,Basavanagudi,Bakery,Bakery,400,2,Banashankari,1
540,0,0,Basavanagudi,other,"Mithai, Street Food",200,2,Banashankari,1
541,0,0,Basavanagudi,Bakery,"Bakery, Desserts",300,2,Banashankari,0
542,1,0,Basavanagudi,other,"Desserts, Mithai",300,2,Banashankari,0
543,1,0,Basavanagudi,Dessert Parlor,Desserts,250,2,Banashankari,0
544,1,0,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,2,Banashankari,1
545,1,0,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,2,Banashankari,0
546,0,0,JP Nagar,Dessert Parlor,Ice Cream,200,2,Banashankari,0
547,1,0,Basavanagudi,Sweet Shop,"Mithai, Desserts",250,2,Banashankari,1
548,0,0,Basavanagudi,"Bakery, Quick Bites",Bakery,400,2,Banashankari,1
549,0,0,Jayanagar,other,Desserts,350,2,Banashankari,0
550,1,0,Basavanagudi,Dessert Parlor,Fast Food,250,2,Banashankari,1
551,1,1,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea",500,1,Banashankari,0
552,1,0,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,1,Banashankari,1
553,1,1,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,1,Banashankari,1
554,1,0,Banashankari,Quick Bites,North Indian,350,1,Banashankari,1
555,1,1,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,1,Banashankari,1
556,1,1,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,1,Banashankari,1
557,1,1,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,1,Banashankari,1
558,1,1,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,1,Banashankari,1
559,0,1,Banashankari,Lounge,Finger Food,1300,1,Banashankari,1
560,0,0,Banashankari,Pub,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200,1,Banashankari,1
561,1,0,Banashankari,Cafe,"Cafe, Italian, Continental",700,1,Banashankari,1
562,1,0,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,1,Banashankari,1
563,1,0,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",550,1,Banashankari,1
564,1,0,Banashankari,Cafe,Cafe,500,1,Banashankari,1
565,1,1,Banashankari,Cafe,"Cafe, Italian, Continental",600,1,Banashankari,1
566,1,1,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,1,Banashankari,1
567,0,0,Banashankari,Casual Dining,"Italian, North Indian, Mexican",800,1,Banashankari,1
568,1,0,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",450,1,Banashankari,1
569,1,0,Banashankari,Casual Dining,"Chinese, Thai, Momos",600,1,Banashankari,1
570,0,1,Banashankari,Casual Dining,"North Indian, Chinese",850,1,Banashankari,1
571,0,0,Banashankari,Cafe,"Cafe, Continental",450,1,Banashankari,1
572,1,0,Banashankari,Casual Dining,"North Indian, Chinese, Continental",800,1,Banashankari,1
